Application,Timestamp,Description,Flat UI,Speed vs Accuracy,Avg. num selectables in view,Max num selectables in view,Unique target,Selectable size,Target distance,Static or moving target,Arrangement,Reference Frame,Direction,Occlusion,Selection Technique,Hover feedback,Feedback immediacy,Locomotion allowed,X,Y,color
Horizon Worlds,https://youtu.be/g6Ni5S56lec?t=116,5. Grasp an object in a group of objects,3D,equal,3-9,3-9,yes,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-8.837123,-16.961378,Green
Horizon Worlds,https://youtu.be/g6Ni5S56lec?t=212,6. Press a button in the front,3D,equal,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,minimal,Press Virtual Button,no,yes,yes,5.873835,-37.531574,LimeGreen
Horizon Worlds,https://youtu.be/g6Ni5S56lec?t=285,7. FPS Shooting,3D,accuracy,1-2,3-9,yes,small,Extrapersonal,both,random,Environment,both,heavy,Shoot,no,yes,yes,13.190859,-10.378128,Gold
Horizon Worlds,https://youtu.be/g6Ni5S56lec?t=411,8. Point to an object to select it with a rod,3D,accuracy,3-9,10-19,yes,small,Extrapersonal,both,random,Environment,both,minimal,Point,no,yes,no,-9.220164,36.52192,Red
Horizon Worlds,https://youtu.be/-QNgXzdQji0?si=YGdW9pVALnt2Rx8x&t=92,9. Wear a hat by placing it over the users head,3D,accuracy,1-2,1-2,yes,large,On-body,static,random,Head,center,none,Release-to-select,yes,yes,no,15.249721,-27.427341,Blue
Pavlov VR,https://youtu.be/-36W0fOWJBM?t=417 ,"1. Press buttons on a keypad, to defuse an explosive, near elevator, etc.",3D,accuracy,10-19,10-19,yes,small,Peripersonal,static,grid,Environment,center,none,Press Virtual Button,no,yes,yes,4.632271,-37.469448,LimeGreen
Pavlov VR,https://youtu.be/-36W0fOWJBM?t=78 ,3. Select with a bullet an area/bullet whole spot to touch and the bullet gets inserted,3D,equal,3-9,3-9,no,tiny,On-body,static,circular,Hand,center,none,Release-to-select,no,yes,no,15.515592,-30.173676,Blue
Pavlov VR,https://youtu.be/-36W0fOWJBM?t=187 ,4. Select objects from the VE through grasping them directly,3D,accuracy,3-9,3-9,yes,medium,Peripersonal,static,random,Environment,center,minimal,Grasp,yes,yes,yes,-8.109711,-16.091267,Green
Pavlov VR,https://youtu.be/-36W0fOWJBM?t=98 ,5. Select an area or target to throw an object at or towards,3D,accuracy,1-2,1-2,no,large,Extrapersonal,both,random,Environment,center,minimal,Throw,no,yes,yes,34.215492,15.296818,DeepSkyBlue
Pavlov VR,https://youtu.be/-36W0fOWJBM?t=123 ,6. Select a target or area to aim towards/at to shoot,3D,equal,1-2,3-9,no,large,Extrapersonal,moving,random,Environment,both,minimal,Shoot,no,yes,yes,13.143184,-9.134378,Gold
Pavlov VR,https://youtu.be/-36W0fOWJBM?t=186 ,7. Grasp objects from on-body inventory,3D,accuracy,1-2,3-9,yes,medium,On-body,static,random,Torso,both,none,Grasp,yes,yes,no,-31.412762,7.587231,Green
Pavlov VR,https://youtu.be/-36W0fOWJBM?t=183 ,8. Hover over head to consume or use an item,3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Head,center,none,Hover,no,yes,no,-12.8450575,4.473091,DarkTurquoise
Pavlov VR,https://youtu.be/-36W0fOWJBM?t=478 ,"9. Select an item to carry by touching the body part of where it will be placed, for example near the hip area or the back of the person as in the video, etc.",3D,equal,1-2,1-2,yes,medium,On-body,static,random,Torso,periphery,none,Release-to-select,no,yes,yes,17.77964,-26.985092,Blue
The Elder Scrolls V: Skyrim VR,https://youtu.be/_Nj8uM87EfE?t=811,1. Grasp to an object within reach to select it,3D,accuracy,3-9,3-9,no,small,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-9.265627,-15.693545,Green
The Elder Scrolls V: Skyrim VR,https://youtu.be/1557YUN4Kcg?t=120,3. Point at an enemy to burn them,3D,equal,1-2,3-9,no,large,Extrapersonal,moving,random,Environment,center,heavy,Point,no,yes,yes,-4.0956335,35.776657,Red
The Elder Scrolls V: Skyrim VR,https://youtu.be/_Nj8uM87EfE?t=385,4. Point to nearby objects to select them,3D,accuracy,3-9,3-9,no,medium,Extrapersonal,static,random,Environment,center,minimal,Point,yes,yes,yes,-8.551663,34.01803,Red
The Elder Scrolls V: Skyrim VR,https://youtu.be/_Nj8uM87EfE?t=125,5. Text input for naming character,2D,accuracy,20+,20+,yes,tiny,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,6.7303824,15.316278,Red
The Elder Scrolls V: Skyrim VR,https://youtu.be/_Nj8uM87EfE?t=685,5. Swing at enemies with an axe or sword,3D,speed,1-2,3-9,no,large,Peripersonal,both,random,Environment,both,heavy,Cross,no,yes,yes,-39.350536,-9.997901,Chocolate
The Elder Scrolls V: Skyrim VR,https://youtu.be/_Nj8uM87EfE?t=818,6. Select a dagger from on-body slots,3D,accuracy,1-2,1-2,yes,medium,On-body,static,random,Torso,periphery,heavy,Grasp,no,yes,no,-30.20187,8.098497,Green
The Elder Scrolls V: Skyrim VR,https://youtu.be/_Nj8uM87EfE?t=842,7. Bring food to head to ingest it,3D,accuracy,1-2,1-2,yes,medium,On-body,static,random,Head,center,none,Hover,no,no,no,-12.8566265,4.4956274,DarkTurquoise
The Elder Scrolls V: Skyrim VR,https://youtu.be/_Nj8uM87EfE?t=1356,8. Select the type of power in a pop-up UI,3D,accuracy,3-9,3-9,yes,small,On-body,static,circular,Torso,both,none,Release-to-select,yes,yes,no,18.184471,-28.133247,Blue
The Elder Scrolls V: Skyrim VR,https://youtu.be/_Nj8uM87EfE?t=1820,9. Shoot arrows at enemies,3D,equal,1-2,3-9,no,large,Extrapersonal,moving,random,Environment,center,heavy,Shoot,no,no,yes,12.637761,-8.430429,Gold
Ice Lakes,https://youtu.be/IL0R30TvsGM?t=1,1. Menu-based raycasting selection,2D,equal,3-9,3-9,yes,medium,Extrapersonal,static,grid,Environment,both,none,Point,no,yes,no,10.966938,11.47402,Red
Ice Lakes,https://youtu.be/IL0R30TvsGM?t=12,2. UI with a list of items,2D,equal,20+,20+,yes,medium,Extrapersonal,static,list,Environment,both,none,Point,no,yes,no,10.413358,10.964282,Red
Ice Lakes,https://youtu.be/IL0R30TvsGM?si=p_mguQQp1u3PVaxE&t=190,4. Grab an equipment in the front,3D,equal,3-9,3-9,yes,medium,Peripersonal,static,random,Environment,both,minimal,Point,no,yes,yes,-7.447124,30.071959,Red
Space Pirates and Zombies 2,https://youtu.be/naikj4mr0gM?t=19 ,"1. Select an area or target to point at to aim at and shoot to destroy either with missiles, lasers, etc.",3D,accuracy,1-2,3-9,yes,medium,Extrapersonal,moving,random,Environment,both,minimal,Shoot,yes,yes,yes,12.945904,-10.119938,Gold
Space Pirates and Zombies 2,https://youtu.be/naikj4mr0gM?t=674 ,"2. Select from UI (other UIs exist of course here, but its a very close identical mechanic/setup)",2D,accuracy,3-9,10-19,yes,small,Extrapersonal,static,list,Environment,both,none,Point,yes,yes,no,8.978113,15.118506,Red
Space Pirates and Zombies 2,https://youtu.be/naikj4mr0gM?t=155 ,3. Select on a UI map alike through pointing where to direct the spaceship,2D,accuracy,3-9,3-9,yes,small,Extrapersonal,both,grid,Environment,both,none,Point,yes,yes,no,11.756646,14.600921,Red
Space Pirates and Zombies 2,https://youtu.be/naikj4mr0gM?t=605 ,4. Select parts of an object one by one to display information and detach ,3D,accuracy,3-9,10-19,yes,small,Extrapersonal,static,list,Environment,center,none,Point,no,yes,no,-9.130115,35.288166,Red
Space Pirates and Zombies 2,https://youtu.be/naikj4mr0gM?t=1009 ,5. Manipulate a slider/buttons on a UI to select the desired item list that needs to be displayed/the user wants to get ,2D,accuracy,3-9,3-9,yes,small,Extrapersonal,static,list,Environment,both,none,Manipulate-to-select,no,yes,no,-11.6297035,14.57217,MediumPurple
FOREWARNED,https://youtu.be/FQPksF9OAB4?t=28,1. Point to entries in a hand-held menu,2D,equal,10-19,10-19,yes,small,On-body,both,grid,Hand,both,minimal,Point,no,yes,no,9.392784,36.254852,Red
FOREWARNED,https://youtu.be/FQPksF9OAB4?t=107,3. Grab an object from the body,3D,equal,1-2,1-2,yes,medium,On-body,static,random,Torso,periphery,heavy,Grasp,no,yes,no,-30.09921,8.058775,Green
FOREWARNED,https://youtu.be/FQPksF9OAB4?t=256,4. Point to a world-based UI,2D,equal,10-19,10-19,yes,small,Extrapersonal,static,list,Environment,both,none,Point,no,yes,no,5.536571,11.008761,Red
FOREWARNED,https://youtu.be/fqAwCS0LV8A?t=485,5. Grab an object on the ground,3D,equal,1-2,3-9,yes,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-18.761114,-17.49197,Green
FOREWARNED,https://youtu.be/fqAwCS0LV8A?si=8ivDFU6D0GSzDDbX&t=514,6. Grab an item from slots on belt,3D,equal,3-9,3-9,yes,small,On-body,static,circular,Torso,periphery,minimal,Grasp,no,yes,no,-31.857687,9.207283,Green
FOREWARNED,https://youtu.be/fqAwCS0LV8A?si=yMjvaD6AuROvrUBn&t=519,7. Touch a torch with lighter to light it up,3D,accuracy,1-2,1-2,yes,small,On-body,moving,random,Hand,both,none,Touch,no,yes,no,44.243504,-5.0873637,Tomato
FOREWARNED,https://youtu.be/fqAwCS0LV8A?si=gT301ujbMDXAvbeF&t=803,8. Cross volume of another torch in environment to light it,3D,equal,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,center,none,Touch,no,yes,yes,45.34242,-2.1758296,Tomato
Obduction,https://youtu.be/4h7su6370xA?t=1256 ,"1. Press virtual buttons (i.e. on a wall, a machine or detonator, etc.)",3D,accuracy,10-19,10-19,yes,tiny,Peripersonal,static,grid,Environment,center,none,Press Virtual Button,no,yes,yes,4.589023,-37.6012,LimeGreen
Obduction,https://youtu.be/4h7su6370xA?t=56 ,2. Select from a UI at a distance,2D,accuracy,3-9,3-9,yes,medium,Extrapersonal,static,list,Environment,center,none,Point,yes,yes,yes,11.588241,12.300021,Red
Obduction,https://youtu.be/4h7su6370xA?t=91 ,"3. Manipulate different UI buttons, sliders, arrows etc to control the displayed pages/options on the UI",2D,accuracy,10-19,10-19,yes,small,Extrapersonal,static,grid,Environment,both,none,Manipulate-to-select,yes,yes,yes,-11.623154,14.526451,MediumPurple
Obduction,https://youtu.be/4h7su6370xA?t=388 ,4. Grasp object directly from the VE,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,both,none,Grasp,yes,yes,yes,-20.221443,-12.817965,Green
Obduction,https://youtu.be/4h7su6370xA?t=553 ,5. Hover over the head of the user with a paper to expand it for reading,3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Head,center,none,Hover,yes,yes,no,-12.766731,4.2162123,DarkTurquoise
Obduction,https://youtu.be/4h7su6370xA?si=w2gZYEkWmpGR4ijv&t=2063 ,7. Change the state of handle/switch through manipulation to open a door/pathway ,3D,accuracy,1-2,1-2,yes,large,Peripersonal,static,random,Environment,center,none,Manipulate-to-select,yes,yes,no,-14.83771,16.191753,MediumPurple
STACK,https://youtu.be/0tsmnB_FY0E?t=69,1. Selecting a choice by touching the door with whole body,3D,equal,1-2,1-2,yes,large,Peripersonal,static,random,Environment,both,minimal,Touch,no,yes,yes,45.58059,-1.5660895,Tomato
STACK,https://youtu.be/0tsmnB_FY0E?t=99,3. Aiming and shooting with a crossbow,3D,accuracy,1-2,1-2,yes,medium,Extrapersonal,both,random,Environment,both,minimal,Shoot,no,yes,no,14.688994,-10.881541,Gold
STACK,https://youtu.be/0tsmnB_FY0E?t=165,4. Handheld menu with hand push input,2D,equal,10-19,10-19,yes,small,On-body,both,grid,Hand,both,minimal,Touch,no,yes,no,43.9582,-8.060964,Tomato
STACK,https://youtu.be/0tsmnB_FY0E?t=207,"5. Raycasting to select a world menu (arrows, texts)",2D,equal,10-19,10-19,yes,small,Extrapersonal,static,grid,Environment,both,minimal,Point,no,yes,no,5.550108,10.968793,Red
Gorilla Tag,https://youtu.be/wS3L-w0Exfk?t=75,1. Direct Grab To Climb a desired surface or to hold to it to not fall,3D,accuracy,1-2,1-2,no,medium,Peripersonal,static,random,Environment,both,none,Grasp,no,yes,yes,-18.984324,-12.458203,Green
Gorilla Tag,https://youtu.be/wS3L-w0Exfk?t=52,2. Tagging other players by touch,3D,equal,1-2,10-19,yes,medium,Peripersonal,both,random,Environment,both,heavy,Touch,no,yes,yes,45.74374,-1.0408798,Tomato
Gorilla Tag,https://youtu.be/wS3L-w0Exfk?t=187,3. Pressing 3D buttons in game,3D,speed,3-9,10-19,yes,medium,Peripersonal,static,grid,Environment,center,none,Touch,no,yes,yes,47.69752,-2.4625714,Tomato
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=98 ,1. Select objects from the VE to acquire through direct grasp,3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,random,Environment,both,none,Grasp,no,yes,yes,-8.4771805,-15.545841,Green
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=31 ,2. Touch a button to activate it,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Press Virtual Button,no,yes,yes,5.4216795,-36.684105,LimeGreen
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=540 ,3. Select head with food items to ingest,3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Head,both,none,Touch,no,yes,no,42.25005,-5.2405148,Tomato
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=57 ,4. Select from a closeby UI using touch ,2D,accuracy,10-19,10-19,yes,small,Peripersonal,static,grid,Environment,center,none,Touch,no,yes,yes,48.245853,-7.3320503,Tomato
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=115 ,"5. Select a whole/slot/part of an object to push an object onto,i.e  push a bullet container into the appropriate whole in the weapon, or pushing the lid of a weapon to close it after removing or adding the used bullet, etc.",3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Hand,center,none,Push,no,yes,yes,9.733423,-34.588303,Olive
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=458 ,"7. Select the area around the hip/on body to put an item to be carried in, for example to carry a collected weapon on you, or collected vest on you etc.",3D,accuracy,1-2,1-2,yes,medium,On-body,static,random,Torso,center,none,Release-to-select,yes,yes,yes,17.951916,-26.965273,Blue
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=157 ,8. Throw a grenade at an area or another avatar,3D,accuracy,3-9,3-9,no,large,Extrapersonal,static,random,Environment,center,minimal,Throw,no,yes,yes,36.102486,16.714876,DeepSkyBlue
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=473 ,9. Select using grasp an item from the inventory hip area,3D,equal,1-2,1-2,yes,medium,On-body,static,random,Torso,center,none,Grasp,no,yes,yes,-30.585226,7.389563,Green
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=530 ,"10. Push an object in the VE, for example a door to close it ",3D,accuracy,1-2,1-2,yes,large,Peripersonal,static,random,Environment,both,none,Push,no,yes,yes,7.9458585,-33.14845,Olive
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=711,"12. Select an area/object/avatar to aim at and shoot, for example an enemy soldier",3D,accuracy,1-2,1-2,yes,large,Extrapersonal,both,random,Environment,center,minimal,Shoot,no,yes,yes,14.663796,-10.80523,Gold
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=1425 ,13. Select a spot where to hand a weapon in a hanger or inventory to leave an item/object/weapon on,3D,accuracy,3-9,3-9,yes,medium,Peripersonal,static,grid,Environment,center,none,Release-to-select,yes,yes,yes,10.812957,-29.839203,Blue
Ghosts of Tabor,https://youtu.be/qY245WTSvWc?t=1446 ,14. Select a part of another avatar while holding a piece of clothing to applied it to the selected avatar,3D,accuracy,1-2,1-2,yes,large,Peripersonal,static,random,Environment,center,none,Release-to-select,yes,yes,yes,11.250819,-30.48274,Blue
"Hot Dogs, Horseshoes & Hand Grenades",https://youtu.be/EgtSzSFEkis?t=39 ,1. Selecting from a large UI at a distance from the user,2D,accuracy,10-19,10-19,yes,large,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,no,7.326097,9.432995,Red
"Hot Dogs, Horseshoes & Hand Grenades",https://youtu.be/EgtSzSFEkis?t=58 ,"2. Direct grasp of objects from the VE, i.e a weapon on a surface/table",3D,accuracy,3-9,3-9,no,small,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-9.172381,-15.813794,Green
"Hot Dogs, Horseshoes & Hand Grenades",https://youtu.be/EgtSzSFEkis?t=69 ,"3. Select a whole/slot/part of an object to push an object onto, for example push an ammo container into the whole in the weapon, or pushing the lid of a weapon to close it after removing or adding the used bullet, etc.",3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Hand,center,none,Push,no,yes,yes,9.73424,-34.58916,Olive
"Hot Dogs, Horseshoes & Hand Grenades",https://youtu.be/EgtSzSFEkis?t=78 ,4. Select through touching buttons on a wall UI to make changing in the training range target for example,2D,accuracy,10-19,10-19,yes,small,Peripersonal,static,grid,Environment,center,none,Touch,no,yes,yes,48.23548,-7.3561945,Tomato
"Hot Dogs, Horseshoes & Hand Grenades",https://youtu.be/EgtSzSFEkis?t=136 ,"5. Select a target to aim and shoot towards, for example a target circle in a shooting training place",3D,accuracy,1-2,1-2,yes,medium,Extrapersonal,static,circular,Environment,center,none,Shoot,no,yes,yes,14.462854,-11.738425,Gold
"Hot Dogs, Horseshoes & Hand Grenades",https://youtu.be/EgtSzSFEkis?t=181 ,"6. Select an area around the hip to put objects that the user wants to carry with them, for example place an ammo charge near their hip",3D,accuracy,3-9,3-9,yes,small,On-body,static,random,Torso,both,none,Release-to-select,yes,yes,no,18.277918,-27.784693,Blue
"Hot Dogs, Horseshoes & Hand Grenades",https://youtu.be/EgtSzSFEkis?t=584,7. Select from a UI inventory to spawn shoped items/weapons for example,2D,accuracy,3-9,3-9,yes,medium,Peripersonal,static,grid,Environment,center,none,Touch,no,yes,yes,48.74865,-6.970053,Tomato
"Hot Dogs, Horseshoes & Hand Grenades",https://youtu.be/EgtSzSFEkis?t=630 ,8. Select through touch an ammo whole in a revolver for example with a bullet to have it pushed and placed there,3D,accuracy,3-9,3-9,no,tiny,On-body,static,circular,Hand,center,minimal,Touch,no,yes,no,44.77499,-5.414152,Tomato
"Hot Dogs, Horseshoes & Hand Grenades",https://youtu.be/EgtSzSFEkis?t=1750 ,9. Select an object to throw away,3D,equal,1-2,3-9,no,large,Extrapersonal,both,random,Environment,both,none,Throw,no,yes,yes,36.507095,14.88351,DeepSkyBlue
Horizon Call of the Mountain,https://youtu.be/OlygkDCGTcM?t=361 ,1. Select a surface or bar to hold on to,3D,accuracy,1-2,1-2,no,medium,Peripersonal,static,random,Environment,both,none,Grasp,no,yes,no,-19.608757,-12.589609,Green
Horizon Call of the Mountain,https://youtu.be/OlygkDCGTcM?t=496 ,2. Release trigger behind back to store item in inventory,3D,equal,1-2,1-2,yes,medium,On-body,static,random,Torso,periphery,none,Release-to-select,no,yes,no,17.78919,-26.996471,Blue
Horizon Call of the Mountain,https://youtu.be/OlygkDCGTcM?si=c7vynbl4udMlcQip&t=499,2. Grasp an item from behind back inventory,3D,equal,1-2,1-2,yes,large,On-body,static,random,Torso,periphery,heavy,Grasp,no,yes,no,-30.041618,8.125439,Green
Horizon Call of the Mountain,https://youtu.be/OlygkDCGTcM?t=842 ,3. Aim at a target (i.e. using a bow) and shoot,3D,equal,1-2,1-2,yes,large,Extrapersonal,both,random,Environment,center,none,Shoot,no,yes,yes,14.740991,-10.787175,Gold
Horizon Call of the Mountain,https://youtu.be/OlygkDCGTcM?t=628 ,4. Select objects from the VE using direct grasp,3D,accuracy,3-9,3-9,no,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-8.873252,-16.123652,Green
Horizon Call of the Mountain,https://youtu.be/OlygkDCGTcM?t=782 ,6. Touch head with food items to consume it,3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Head,center,none,Touch,no,yes,no,42.365894,-5.2205753,Tomato
Horizon Call of the Mountain,https://youtu.be/7w_mllfvqPA?t=1921 ,"7. Select from a UI with gaze, at a distance",2D,accuracy,3-9,3-9,yes,medium,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,11.426519,14.172688,Red
Horizon Call of the Mountain,https://youtu.be/7w_mllfvqPA?t=1952 ,8. Select the correct area to touch with a part of an item to place it correctly,3D,accuracy,1-2,3-9,yes,medium,On-body,static,random,Hand,both,none,Release-to-select,no,yes,yes,15.166917,-30.528587,Blue
