app,date,platform,link,scenario,ui,speed,num,max_num,unique,shape,size,distance,static,arrangement,rf,direction,occlusion,is_mechanic,selection_technique,hover,feedback,locomotion,X,Y,color
Pavlov VR,February 2017,"SteamVR, PSVR",https://youtu.be/-36W0fOWJBM?t=186 ,7. Grasp objects from on-body inventory,no,accuracy,1-2,3-9,yes,carried tools/weapons,medium,on-body,static,random,body,both,none,yes,grasp,yes,yes,no,-10.604395,-22.507906,orange
Pavlov VR,February 2017,"SteamVR, PSVR",https://youtu.be/-36W0fOWJBM?t=183 ,8. Hover over head to consume or use an item,no,accuracy,1-2,1-2,yes,"part of the avatar, mouth, etc.",small,on-body,static,random,head,center,none,yes,hover,no,yes,no,-32.408115,-0.99794906,grey
Pavlov VR,February 2017,"SteamVR, PSVR",https://youtu.be/-36W0fOWJBM?t=478 ,"9. Select an item to carry by touching the body part of where it will be placed, for example near the hip area or the back of the person as in the video, etc.",no,equal,1-2,1-2,yes,"part of the avatar, back, hip, etc.",medium,on-body,static,random,body,periphery,none,yes,touch,no,yes,yes,-16.145527,37.83484,red
The Elder Scrolls V: Skyrim VR,November 2017,"SteamVR, PSVR",https://youtu.be/_Nj8uM87EfE?t=811,1. Grasp to an object within reach to select it,no,accuracy,3-9,3-9,no,various,small,peripersonal,static,random,env,both,minimal,yes,grasp,yes,yes,yes,12.723547,-32.02021,cyan
The Elder Scrolls V: Skyrim VR,November 2017,"SteamVR, PSVR",https://youtu.be/1557YUN4Kcg?t=120,3. Point at an enemy to burn them,no,equal,1-2,3-9,no,avatar,large,extrapersonal,moving,random,env,center,heavy,yes,point,no,yes,yes,5.283242,16.254349,brown
The Elder Scrolls V: Skyrim VR,November 2017,"SteamVR, PSVR",https://youtu.be/_Nj8uM87EfE?t=385,4. Point to nearby objects to select them,no,accuracy,3-9,3-9,no,various,medium,extrapersonal,static,random,env,center,minimal,no,point,yes,yes,yes,32.348297,1.6930387,green
The Elder Scrolls V: Skyrim VR,November 2017,"SteamVR, PSVR",https://youtu.be/_Nj8uM87EfE?t=125,5. Text input for naming character,yes,accuracy,20+,20+,yes,text; icons,tiny,extrapersonal,static,grid,env,center,none,no,point,yes,yes,no,19.215113,0.66110134,purple
The Elder Scrolls V: Skyrim VR,November 2017,"SteamVR, PSVR",https://youtu.be/_Nj8uM87EfE?t=685,5. Swing at enemies with an axe or sword,no,speed,1-2,3-9,no,avatar,large,peripersonal,both,random,env,both,heavy,yes,cross,no,yes,yes,-16.394718,-30.012774,orange
The Elder Scrolls V: Skyrim VR,November 2017,"SteamVR, PSVR",https://youtu.be/_Nj8uM87EfE?t=818,6. Select a dagger from on-body slots,no,accuracy,1-2,1-2,yes,weapon,medium,on-body,static,random,body,periphery,heavy,yes,grasp,no,yes,no,-32.776566,-10.020123,grey
The Elder Scrolls V: Skyrim VR,November 2017,"SteamVR, PSVR",https://youtu.be/_Nj8uM87EfE?t=842,7. Bring food to head to ingest it,no,accuracy,1-2,1-2,yes,head,medium,on-body,static,random,head,center,none,yes,touch,no,no,no,-18.000525,44.3906,red
The Elder Scrolls V: Skyrim VR,November 2017,"SteamVR, PSVR",https://youtu.be/_Nj8uM87EfE?t=1356,8. Select the type of power in a pop-up UI,yes,accuracy,3-9,3-9,yes,icon,small,peripersonal,static,circular,env,both,none,no,touch,yes,yes,no,1.417775,51.828533,yellow
The Elder Scrolls V: Skyrim VR,November 2017,"SteamVR, PSVR",https://youtu.be/_Nj8uM87EfE?t=1820,9. Shoot arrows at enemies,no,equal,1-2,3-9,no,avatar,large,extrapersonal,moving,random,env,center,heavy,yes,shoot,no,no,yes,3.9827397,19.943909,brown
Ice Lakes,April 2021,Steam,https://youtu.be/IL0R30TvsGM?t=1,1. Menu-based raycasting selection,yes,equal,3-9,3-9,yes,rectangle,medium,extrapersonal,static,grid,env,both,none,no,point,no,yes,no,26.907722,-5.5098104,green
Ice Lakes,April 2021,Steam,https://youtu.be/IL0R30TvsGM?t=12,2. UI with a list of items,yes,equal,20+,20+,yes,rectangle,medium,extrapersonal,static,list,env,both,none,no,point,no,yes,no,19.68443,6.434928,green
Ice Lakes,April 2021,Steam,https://youtu.be/IL0R30TvsGM?si=p_mguQQp1u3PVaxE&t=190,4. Grab an equipment in the front,no,equal,3-9,3-9,yes,various,medium,peripersonal,static,random,env,both,minimal,no,grasp,no,yes,yes,14.923543,-34.683792,cyan
Space Pirates and Zombies 2,November 2017,SteamVR,https://youtu.be/naikj4mr0gM?t=19 ,"1. Select an area or target to point at to aim at and shoot to destroy either with missiles, lasers, etc.",no,accuracy,1-2,3-9,yes,"spaceships, objects/debris in space",medium,extrapersonal,moving,random,env,both,minimal,yes,point,yes,yes,yes,6.639597,12.9702835,brown
Space Pirates and Zombies 2,November 2017,SteamVR,https://youtu.be/naikj4mr0gM?t=674 ,"2. Select from UI (other UIs exist of course here, but its a very close identical mechanic/setup)",yes,accuracy,3-9,10-19,yes,"icons, text, UI flat buttons, UI components",small,extrapersonal,static,list,env,both,none,no,point,yes,yes,no,26.270996,4.6745596,green
Space Pirates and Zombies 2,November 2017,SteamVR,https://youtu.be/naikj4mr0gM?t=155 ,3. Select on a UI map alike through pointing where to direct the spaceship,yes,accuracy,3-9,3-9,yes,"areas on a UI map with their respective colors, targets in those areas on the map (i.e. other spaceships, obstacles, etc)",small,extrapersonal,both,grid,env,both,none,yes,point,yes,yes,no,24.005209,-5.355144,green
Space Pirates and Zombies 2,November 2017,SteamVR,https://youtu.be/naikj4mr0gM?t=605 ,4. Select parts of an object one by one to display information and detach ,no,accuracy,3-9,10-19,yes,subcores or parts of a spcaeship,small,extrapersonal,static,list,env,center,none,no,point,no,yes,no,25.782736,5.8994775,green
Space Pirates and Zombies 2,November 2017,SteamVR,https://youtu.be/naikj4mr0gM?t=1009 ,5. Manipulate a slider/buttons on a UI to select the desired item list that needs to be displayed/the user wants to get ,yes,accuracy,3-9,3-9,yes,"text, icons, UI flat button displays, UI list,  etc",small,extrapersonal,static,list,env,both,none,yes,point,no,yes,no,28.108345,-1.7605264,green
FOREWARNED,September 2021,Steam,https://youtu.be/FQPksF9OAB4?t=28,1. Point to entries in a hand-held menu,yes,equal,10-19,10-19,yes,rectangle,small,on-body,both,grid,hand,both,minimal,no,point,no,yes,no,18.932737,-3.2271552,purple
FOREWARNED,September 2021,Steam,https://youtu.be/FQPksF9OAB4?t=53,2. Grasp to select from world-based menu,no,equal,3-9,3-9,yes,rectangle,medium,peripersonal,static,list,env,center,minimal,no,touch,no,yes,yes,0.8289491,46.745716,yellow
FOREWARNED,September 2021,Steam,https://youtu.be/FQPksF9OAB4?t=107,3. Grab an object from the body,no,equal,1-2,1-2,yes,various,medium,on-body,static,random,body,periphery,heavy,yes,grasp,no,yes,no,-32.953934,-10.667728,grey
FOREWARNED,September 2021,Steam,https://youtu.be/FQPksF9OAB4?t=256,4. Point to a world-based UI,yes,equal,10-19,10-19,yes,rectangle,small,extrapersonal,static,list,env,both,none,no,point,no,yes,no,18.816536,7.3714375,purple
FOREWARNED,September 2021,Steam,https://youtu.be/fqAwCS0LV8A?t=485,5. Grab an object on the ground,no,equal,1-2,3-9,yes,various,medium,peripersonal,static,random,env,both,minimal,no,grasp,no,yes,yes,-11.212745,-28.487597,orange
FOREWARNED,September 2021,Steam,https://youtu.be/fqAwCS0LV8A?si=8ivDFU6D0GSzDDbX&t=514,6. Grab an item from slots on belt,no,equal,3-9,3-9,yes,various,small,on-body,static,circular,body,periphery,minimal,yes,grasp,no,yes,no,7.1642375,-21.077507,blue
FOREWARNED,September 2021,Steam,https://youtu.be/fqAwCS0LV8A?si=yMjvaD6AuROvrUBn&t=519,7. Touch a torch with lighter to light it up,no,accuracy,1-2,1-2,yes,various,small,on-body,moving,random,hand,both,none,yes,touch,no,yes,no,-14.650601,44.324097,red
FOREWARNED,September 2021,Steam,https://youtu.be/fqAwCS0LV8A?si=gT301ujbMDXAvbeF&t=803,8. Cross volume of another torch in environment to light it,no,equal,1-2,1-2,yes,various,medium,peripersonal,static,random,env,center,none,yes,touch,no,yes,yes,-12.547564,38.672813,red
Obduction,October 2016,"SteamVR, Viveport",https://youtu.be/4h7su6370xA?t=1256 ,"1. Press virtual buttons (i.e. on a wall, a machine or detonator, etc.)",no,accuracy,10-19,10-19,yes,various numerical buttons,tiny,peripersonal,static,grid,env,center,none,yes,touch,no,yes,yes,-5.976969,48.071762,yellow
Obduction,October 2016,"SteamVR, Viveport",https://youtu.be/4h7su6370xA?t=56 ,2. Select from a UI at a distance,yes,accuracy,3-9,3-9,yes,various UI elements,medium,extrapersonal,static,list,env,center,none,no,point,yes,yes,yes,28.920712,-3.1083043,green
Obduction,October 2016,"SteamVR, Viveport",https://youtu.be/4h7su6370xA?t=91 ,"3. Manipulate different UI buttons, sliders, arrows etc to control the displayed pages/options on the UI",yes,accuracy,10-19,10-19,yes,"UI elements, arrows, buttons, etc.",small,extrapersonal,static,grid,env,both,none,no,point,yes,yes,yes,14.728671,3.3917077,purple
Obduction,October 2016,"SteamVR, Viveport",https://youtu.be/4h7su6370xA?t=388 ,4. Grasp object directly from the VE,no,accuracy,1-2,1-2,yes,various objects,small,peripersonal,static,random,env,both,none,yes,grasp,yes,yes,yes,-26.06894,-10.008458,grey
Obduction,October 2016,"SteamVR, Viveport",https://youtu.be/4h7su6370xA?t=553 ,5. Hover over the head of the user with a paper to expand it for reading,no,accuracy,1-2,1-2,yes,paper,small,on-body,static,random,head,center,none,yes,hover,yes,yes,no,-31.597324,-0.7098543,grey
Obduction,October 2016,"SteamVR, Viveport",https://youtu.be/4h7su6370xA?si=w2gZYEkWmpGR4ijv&t=2063 ,7. Change the state of handle/switch through manipulation to open a door/pathway ,no,accuracy,1-2,1-2,yes,pathway/gate,large,extrapersonal,static,random,env,center,none,yes,manipulate,yes,yes,no,-16.242088,4.378842,pink
STACK,June 2023,"Oculus, SteamVR",https://youtu.be/0tsmnB_FY0E?t=69,1. Selecting a choice by touching the door with whole body,no,equal,1-2,1-2,yes,door,large,extrapersonal,static,random,env,both,minimal,yes,catch,no,yes,yes,-30.408852,-15.086545,grey
STACK,June 2023,"Oculus, SteamVR",https://youtu.be/0tsmnB_FY0E?t=99,3. Aiming and shooting with a crossbow,no,accuracy,1-2,1-2,yes,various,medium,extrapersonal,both,random,env,both,minimal,yes,shoot,no,yes,no,-16.040848,29.563353,red
STACK,June 2023,"Oculus, SteamVR",https://youtu.be/0tsmnB_FY0E?t=165,4. Handheld menu with hand push input,yes,equal,10-19,10-19,yes,rectangle,small,on-body,both,grid,hand,both,minimal,no,touch,no,yes,no,-5.210481,53.265408,yellow
STACK,June 2023,"Oculus, SteamVR",https://youtu.be/0tsmnB_FY0E?t=207,"5. Raycasting to select a world menu (arrows, texts)",yes,equal,10-19,10-19,yes,"arrows, rectangle",small,extrapersonal,static,grid,env,both,minimal,no,point,no,yes,no,18.670961,7.503312,purple
Gorilla Tag,December 2022,"Oculus, SteamVR",https://youtu.be/wS3L-w0Exfk?t=75,1. Direct Grab To Climb a desired surface or to hold to it to not fall,no,accuracy,1-2,1-2,no,"branches, rocks, in game surfaces",medium,peripersonal,static,random,env,both,none,no,grasp,no,yes,yes,-21.56954,-12.950628,grey
Gorilla Tag,December 2022,"Oculus, SteamVR",https://youtu.be/wS3L-w0Exfk?t=52,2. Tagging other players by touch,no,equal,1-2,10-19,yes,avatar,medium,peripersonal,both,random,env,both,heavy,yes,touch,no,yes,yes,-5.201074,41.139523,red
Gorilla Tag,December 2022,"Oculus, SteamVR",https://youtu.be/wS3L-w0Exfk?t=187,3. Pressing 3D buttons in game,yes,speed,3-9,10-19,yes,3D buttons,medium,peripersonal,static,grid,env,center,none,no,touch,no,yes,yes,-1.6790063,49.194126,yellow
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=98 ,1. Select objects from the VE to acquire through direct grasp,no,accuracy,3-9,3-9,yes,"tools, equipment, weapons parts, weapons, etc.",small,peripersonal,static,random,env,both,none,yes,grasp,no,yes,yes,14.267389,-31.37445,cyan
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=31 ,2. Touch a button to activate it,no,accuracy,1-2,1-2,yes,button or switch,small,peripersonal,static,random,env,center,none,yes,push,no,yes,yes,-22.189886,10.469932,pink
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=540 ,3. Select head with food items to ingest,no,accuracy,1-2,1-2,yes,"avatar part, mouth, etc.",small,on-body,static,random,head,both,none,yes,hover,no,yes,no,-31.812199,-1.6083087,grey
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=57 ,4. Select from a closeby UI using touch ,yes,accuracy,10-19,10-19,yes,"icons, text, flat UI buttons, images, etc.",small,peripersonal,static,grid,env,center,none,yes,touch,no,yes,yes,-5.6844215,48.92317,yellow
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=115 ,"5. Select a whole/slot/part of an object to push an object onto,i.e  push a bullet container into the appropriate whole in the weapon, or pushing the lid of a weapon to close it after removing or adding the used bullet, etc.",no,accuracy,1-2,1-2,yes,target ammunation container or charge on weapon,small,peripersonal,static,random,env,center,none,yes,push,no,yes,yes,-22.731382,10.547559,pink
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=458 ,"7. Select the area around the hip/on body to put an item to be carried in, for example to carry a collected weapon on you, or collected vest on you etc.",no,accuracy,1-2,1-2,yes,"part of the avatar, hip, torso, etc.",medium,on-body,static,random,body,center,none,yes,hover,yes,yes,yes,-28.37008,-8.127533,grey
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=157 ,8. Throw a grenade at an area or another avatar,no,accuracy,3-9,3-9,no,"various areas in front of the user, enemies, etc.",large,extrapersonal,static,random,env,center,minimal,yes,throw,no,yes,yes,36.833836,12.65782,brown
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=473 ,9. Select using grasp an item from the inventory hip area,no,equal,1-2,1-2,yes,"carried items, tools, weapons, etc.",medium,on-body,static,random,body,center,none,yes,grasp,no,yes,yes,-29.628668,-11.185757,grey
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=530 ,"10. Push an object in the VE, for example a door to close it ",no,accuracy,1-2,1-2,yes,door,large,peripersonal,static,random,env,both,none,yes,push,no,yes,yes,-24.451998,12.363162,pink
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=711,"12. Select an area/object/avatar to aim at and shoot, for example an enemy soldier",no,accuracy,1-2,1-2,yes,target enemy,large,extrapersonal,both,random,env,center,minimal,yes,shoot,no,yes,yes,-16.279934,30.425827,red
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=1425 ,13. Select a spot where to hand a weapon in a hanger or inventory to leave an item/object/weapon on,no,accuracy,3-9,3-9,yes,various spots in a hanger inventory,medium,peripersonal,static,grid,env,center,none,no,hover,yes,yes,yes,10.95526,-24.403902,blue
Ghosts of Tabor,March 2023,SteamVR,https://youtu.be/qY245WTSvWc?t=1446 ,14. Select a part of another avatar while holding a piece of clothing to applied it to the selected avatar,no,accuracy,1-2,1-2,yes,avatar mannequin,large,peripersonal,static,random,env,center,none,no,hover,yes,yes,yes,-21.694798,-8.302269,grey
"Hot Dogs, Horseshoes & Hand Grenades",April 2016,SteamVR,https://youtu.be/EgtSzSFEkis?t=39 ,1. Selecting from a large UI at a distance from the user,yes,accuracy,10-19,10-19,yes,"UI flat buttons, text, icons, images",large,extrapersonal,static,grid,env,both,none,yes,point,yes,yes,no,15.297709,6.138837,purple
"Hot Dogs, Horseshoes & Hand Grenades",April 2016,SteamVR,https://youtu.be/EgtSzSFEkis?t=58 ,"2. Direct grasp of objects from the VE, i.e a weapon on a surface/table",no,accuracy,3-9,3-9,no,"weapons, tools, various objects in the VE",small,peripersonal,static,random,env,both,minimal,yes,grasp,no,yes,yes,13.243731,-32.36707,cyan
"Hot Dogs, Horseshoes & Hand Grenades",April 2016,SteamVR,https://youtu.be/EgtSzSFEkis?t=69 ,"3. Select a whole/slot/part of an object to push an object onto, for example push an ammo container into the whole in the weapon, or pushing the lid of a weapon to close it after removing or adding the used bullet, etc.",no,accuracy,1-2,1-2,yes,target ammunation container or charge on weapon,small,peripersonal,static,random,env,center,none,yes,push,no,yes,yes,-22.50466,10.920188,pink
"Hot Dogs, Horseshoes & Hand Grenades",April 2016,SteamVR,https://youtu.be/EgtSzSFEkis?t=78 ,4. Select through touching buttons on a wall UI to make changing in the training range target for example,yes,accuracy,10-19,10-19,yes,"flat UI buttons, text, icons, etc.",small,peripersonal,static,grid,env,center,none,yes,touch,no,yes,yes,-5.684443,48.9232,yellow
"Hot Dogs, Horseshoes & Hand Grenades",April 2016,SteamVR,https://youtu.be/EgtSzSFEkis?t=136 ,"5. Select a target to aim and shoot towards, for example a target circle in a shooting training place",no,accuracy,1-2,1-2,yes,"circular target, bullseye",medium,extrapersonal,static,circular,env,center,none,yes,shoot,no,yes,yes,11.054728,4.408607,red
"Hot Dogs, Horseshoes & Hand Grenades",April 2016,SteamVR,https://youtu.be/EgtSzSFEkis?t=181 ,"6. Select an area around the hip to put objects that the user wants to carry with them, for example place an ammo charge near their hip",no,accuracy,3-9,3-9,yes,various spots around the avatar hip/body,small,on-body,static,random,body,both,none,yes,hover,yes,yes,no,17.20288,-31.617964,cyan
"Hot Dogs, Horseshoes & Hand Grenades",April 2016,SteamVR,https://youtu.be/EgtSzSFEkis?t=584,7. Select from a UI inventory to spawn shoped items/weapons for example,yes,accuracy,3-9,3-9,yes,"UI flat buttons, text, icons, images, etc.",medium,peripersonal,static,grid,env,center,none,yes,touch,no,yes,yes,0.4710527,49.21043,yellow
"Hot Dogs, Horseshoes & Hand Grenades",April 2016,SteamVR,https://youtu.be/EgtSzSFEkis?t=630 ,8. Select through touch an ammo whole in a revolver for example with a bullet to have it pushed and placed there,no,accuracy,3-9,3-9,no,bullet round spots in a revolver,tiny,peripersonal,static,circular,env,center,minimal,yes,touch,no,yes,no,3.3881035,51.606274,yellow
"Hot Dogs, Horseshoes & Hand Grenades",April 2016,SteamVR,https://youtu.be/EgtSzSFEkis?t=1750 ,9. Select an object to throw away,no,equal,1-2,3-9,no,"various areas, targets, enemies to throw at",large,extrapersonal,both,random,env,both,none,yes,throw,no,yes,yes,5.8751545,24.83381,brown
"Hot Dogs, Horseshoes & Hand Grenades",April 2016,SteamVR,https://youtu.be/EgtSzSFEkis?t=1745 ,"12. Hover over an object to light it, for example match over explosive",no,accuracy,1-2,1-2,yes,flamable mesh/flamable object,small,peripersonal,static,random,env,center,none,yes,hover,no,yes,yes,-24.768492,-6.8965383,grey
Horizon Call of the Mountain,February 2023,PSVR,https://youtu.be/OlygkDCGTcM?t=361 ,1. Select a surface or bar to hold on to,no,accuracy,1-2,1-2,no,various surfaces,medium,peripersonal,static,random,env,both,none,yes,grasp,no,yes,no,-21.539488,-11.931935,grey
